hgnc	Prediction
AUTS2	Nucleus
AVEN	Nucleus
AVL9	Cytoplasm
AVP	Extracellular
AVPI1	Nucleus
AVPR1A	Cell_membrane
AVPR1B	Cell_membrane
AVPR2	Cell_membrane
AWAT1	Endoplasmic_reticulum
AWAT2	Endoplasmic_reticulum
AXIN1	Cytoplasm
AZGP1	Extracellular
AZI2	Cytoplasm
AZIN1	Cytoplasm
AZIN2	Cytoplasm
AZU1	Extracellular
B2M	Extracellular
B3GALNT1	Endoplasmic_reticulum
B3GALNT2	Endoplasmic_reticulum
B3GALT1	Endoplasmic_reticulum
B3GALT2	Golgi_apparatus
B3GALT4	Endoplasmic_reticulum
B3GALT5	Golgi_apparatus
B3GALT6	Golgi_apparatus
B3GAT1	Golgi_apparatus
B3GAT2	Extracellular
B3GAT3	Golgi_apparatus
B3GLCT	Endoplasmic_reticulum
B3GNT3	Golgi_apparatus
B3GNT5	Golgi_apparatus
B3GNT6	Golgi_apparatus
B3GNT7	Golgi_apparatus
B3GNT8	Extracellular
B3GNT9	Golgi_apparatus
B3GNTL1	Cytoplasm
B4GALNT3	Golgi_apparatus
B4GALNT4	Golgi_apparatus
B4GALT1	Golgi_apparatus
B4GALT3	Golgi_apparatus
B4GALT4	Endoplasmic_reticulum
B4GALT5	Golgi_apparatus
B4GALT6	Golgi_apparatus
B4GALT7	Golgi_apparatus
B4GAT1	Golgi_apparatus
B9D1	Cytoplasm
B9D2	Cytoplasm
BAAT	Peroxisome
BACE1	Cell_membrane
BACH1	Nucleus
BACH2	Nucleus
BAD	Nucleus
BAG1	Nucleus
BAG3	Cytoplasm
BAG4	Nucleus
BAG5	Cytoplasm
BAG6	Nucleus
BAHD1	Nucleus
BAIAP2	Cytoplasm
BAIAP2L1	Cytoplasm
BAIAP2L2	Cytoplasm
BAMBI	Cell_membrane
BANF1	Nucleus
BANF2	Cell_membrane
BANK1	Cytoplasm
BANP	Nucleus
BAP1	Cytoplasm
BARD1	Nucleus
BARHL1	Nucleus
BARHL2	Nucleus
BARX1	Nucleus
BARX2	Nucleus
BATF	Nucleus
BATF3	Nucleus
BAZ1A	Nucleus
BAZ1B	Nucleus
BAZ2A	Nucleus
BAZ2B	Nucleus
BBC3	Mitochondrion
BBIP1	Mitochondrion
BBOF1	Cytoplasm
BBOX1	Cytoplasm
BBS10	Cytoplasm
BBS12	Cytoplasm
BBS4	Cytoplasm
BBS5	Cytoplasm
BBS7	Cytoplasm
BBS9	Cytoplasm
BBX	Nucleus
BCAM	Cell_membrane
BCAP29	Endoplasmic_reticulum
BCAP31	Endoplasmic_reticulum
BCAR1	Cytoplasm
BCAR3	Cytoplasm
BCAS2	Cytoplasm
BCAS4	Cytoplasm
BCAT2	Mitochondrion
BCCIP	Nucleus
BCDIN3D	Cytoplasm
BCHE	Extracellular
BCKDHA	Mitochondrion
BCKDHB	Mitochondrion
BCKDK	Mitochondrion
BCL10	Nucleus
BCL11A	Nucleus
BCL11B	Nucleus
BCL2A1	Cytoplasm
BCL2L14	Cytoplasm
BCL3	Cytoplasm
BCL6	Nucleus
BCL6B	Nucleus
BCL7A	Nucleus
BCL9	Cytoplasm
BCLAF1	Nucleus
BCLAF3	Nucleus
BCO1	Cytoplasm
BCOR	Nucleus
BCR	Cytoplasm
BCS1L	Mitochondrion
BDH1	Mitochondrion
BDKRB1	Cell_membrane
BDKRB2	Cell_membrane
BECN1	Cytoplasm
BECN2	Mitochondrion
BEGAIN	Cytoplasm
BEND2	Nucleus
BEND3	Nucleus
BEND4	Nucleus
BEND5	Cytoplasm
BEND6	Nucleus
BEST1	Endoplasmic_reticulum
BEST2	Endoplasmic_reticulum
BEST4	Endoplasmic_reticulum
BET1L	Endoplasmic_reticulum
BEX1	Nucleus
BEX2	Nucleus
BEX3	Nucleus
BEX4	Nucleus
BEX5	Cytoplasm
BFAR	Endoplasmic_reticulum
BFSP1	Cytoplasm
BFSP2	Cytoplasm
BGLAP	Extracellular
BGN	Extracellular
BHLHA15	Nucleus
BHLHA9	Nucleus
BHLHB9	Cytoplasm
BHLHE22	Nucleus
BHLHE23	Nucleus
BHLHE40	Nucleus
BHLHE41	Nucleus
BHMG1	Nucleus
BHMT	Cytoplasm
BHMT2	Cytoplasm
BICD2	Cytoplasm
BICDL1	Cytoplasm
BICDL2	Nucleus
BICRA	Nucleus
BICRAL	Cytoplasm
BIK	Endoplasmic_reticulum
BIN1	Cytoplasm
BIN3	Cytoplasm
BIRC2	Cytoplasm
BIRC3	Cytoplasm
BIRC7	Cytoplasm
BIRC8	Cytoplasm
BIVM	Nucleus
BLACE	Cytoplasm
BLCAP	Golgi_apparatus
BLID	Nucleus
BLK	Cell_membrane
BLM	Nucleus
BLMH	Cytoplasm
BLOC1S1	Nucleus
BLOC1S2	Cytoplasm
BLOC1S3	Cytoplasm
BLOC1S4	Cytoplasm
BLOC1S5	Nucleus
BLVRA	Cytoplasm
BLVRB	Cytoplasm
BLZF1	Cytoplasm
BMF	Nucleus
BMI1	Nucleus
BMP1	Extracellular
BMP10	Endoplasmic_reticulum
BMP15	Extracellular
BMP2	Extracellular
BMP2K	Cytoplasm
BMP3	Extracellular
BMP4	Extracellular
BMP5	Extracellular
BMP6	Extracellular
BMP7	Extracellular
BMP8A	Extracellular
BMP8B	Extracellular
BMPER	Extracellular
BMPR1A	Cell_membrane
BMPR1B	Cell_membrane
BMPR2	Cell_membrane
BMS1	Nucleus
BMT2	Nucleus
BMX	Cytoplasm
BNC1	Nucleus
BNC2	Nucleus
BNIP1	Endoplasmic_reticulum
BNIP3	Peroxisome
BNIP3L	Endoplasmic_reticulum
BOC	Cell_membrane
BOD1	Cytoplasm
BOD1L1	Nucleus
BOD1L2	Cytoplasm
BOLA1	Extracellular
BOLL	Nucleus
BOP1	Nucleus
BORCS5	Nucleus
BORCS6	Cytoplasm
BORCS8	Cytoplasm
BPGM	Cytoplasm
BPHL	Mitochondrion
BPI	Mitochondrion
BPIFA1	Extracellular
BPIFA2	Extracellular
BPIFA3	Extracellular
BPIFB2	Extracellular
BPIFB3	Extracellular
BPIFB6	Extracellular
BPTF	Nucleus
BPY2	Mitochondrion
BPY2B	Mitochondrion
BPY2C	Mitochondrion
BRAF	Cytoplasm
BRAP	Cytoplasm
BRAT1	Cytoplasm
BRD1	Nucleus
BRD2	Nucleus
BRD3	Nucleus
BRD4	Nucleus
BRD7	Nucleus
BRD8	Nucleus
BRDT	Nucleus
BRF2	Nucleus
BRI3	Cell_membrane
BRI3BP	Endoplasmic_reticulum
BRICD5	Cell_membrane
BRIX1	Nucleus
BRMS1	Nucleus
BRMS1L	Nucleus
BROX	Mitochondrion
BRPF1	Nucleus
BRPF3	Nucleus
BRS3	Cell_membrane
BRSK1	Cytoplasm
BRSK2	Cytoplasm
BRWD3	Nucleus
BSN	Cytoplasm
BSND	Cell_membrane
BSPH1	Extracellular
BSPRY	Cytoplasm
BST2	Cell_membrane
BSX	Nucleus
BTBD1	Cytoplasm
BTBD16	Mitochondrion
BTBD17	Extracellular
BTBD18	Nucleus
BTBD19	Cytoplasm
BTBD2	Cytoplasm
BTBD6	Cytoplasm
BTBD8	Nucleus
BTBD9	Cytoplasm
BTC	Cell_membrane
BTF3	Nucleus
BTF3L4	Nucleus
BTG1	Mitochondrion
BTG2	Mitochondrion
BTG3	Nucleus
BTG4	Nucleus
BTK	Nucleus
BTN1A1	Cell_membrane
BTN2A2	Cell_membrane
BTN3A1	Cell_membrane
BTN3A2	Cell_membrane
BTN3A3	Cell_membrane
BTNL3	Cell_membrane
BTNL9	Cell_membrane
BTRC	Cytoplasm
BUB1	Cytoplasm
BUB1B	Cytoplasm
BUB3	Nucleus
BUD13	Nucleus
BUD23	Nucleus
BUD31	Nucleus
BVES	Endoplasmic_reticulum
BYSL	Nucleus
BZW1	Cytoplasm
C10orf10	Cytoplasm
C10orf105	Cell_membrane
C10orf107	Cytoplasm
C10orf120	Nucleus
C10orf126	Extracellular
C10orf142	Cytoplasm
C10orf35	Endoplasmic_reticulum
C10orf53	Cytoplasm
C10orf55	Cytoplasm
C10orf62	Nucleus
C10orf67	Mitochondrion
C10orf71	Nucleus
C10orf88	Cytoplasm
C10orf90	Nucleus
C10orf99	Extracellular
C11orf1	Nucleus
C11orf21	Nucleus
C11orf24	Cell_membrane
C11orf40	Nucleus
C11orf42	Nucleus
C11orf45	Mitochondrion
C11orf49	Cytoplasm
C11orf52	Nucleus
C11orf53	Nucleus
C11orf57	Nucleus
C11orf58	Nucleus
C11orf63	Nucleus
C11orf68	Cytoplasm
C11orf71	Nucleus
C11orf74	Nucleus
C11orf84	Nucleus
C11orf86	Nucleus
C11orf87	Cell_membrane
C11orf88	Nucleus
C11orf91	Nucleus
C11orf94	Extracellular
C11orf95	Nucleus
C11orf96	Nucleus
C11orf97	Nucleus
C11orf98	Nucleus
C12orf10	Mitochondrion
C12orf4	Cytoplasm
C12orf40	Nucleus
C12orf43	Nucleus
C12orf45	Nucleus
C12orf49	Extracellular
C12orf50	Nucleus
C12orf54	Nucleus
C12orf57	Cytoplasm
C12orf60	Cytoplasm
C12orf65	Mitochondrion
C12orf71	Nucleus
C12orf73	Mitochondrion
C12orf75	Mitochondrion
C12orf76	Mitochondrion
C14orf105	Nucleus
C14orf119	Mitochondrion
C14orf132	Cell_membrane
C14orf159	Mitochondrion
C14orf166	Mitochondrion
C14orf177	Nucleus
C14orf180	Nucleus
C14orf2	Mitochondrion
C14orf28	Cytoplasm
C14orf39	Cytoplasm
C14orf79	Nucleus
C14orf93	Nucleus
C15orf39	Nucleus
C15orf40	Mitochondrion
C15orf41	Cytoplasm
C15orf48	Mitochondrion
C15orf53	Nucleus
C15orf59	Nucleus
C15orf61	Mitochondrion
C15orf62	Nucleus
C15orf65	Nucleus
C16orf45	Cytoplasm
C16orf46	Nucleus
C16orf54	Cell_membrane
C16orf71	Nucleus
C16orf72	Nucleus
C16orf74	Extracellular
C16orf78	Nucleus
C16orf82	Cytoplasm
C16orf86	Nucleus
C16orf87	Nucleus
C16orf89	Extracellular
C16orf91	Mitochondrion
C16orf92	Endoplasmic_reticulum
C16orf95	Cytoplasm
C16orf96	Cytoplasm
C17orf105	Mitochondrion
C17orf107	Mitochondrion
C17orf47	Cytoplasm
C17orf49	Nucleus
C17orf50	Nucleus
C17orf51	Nucleus
C17orf53	Cytoplasm
C17orf62	Golgi_apparatus
C17orf64	Nucleus
C17orf74	Nucleus
C17orf75	Cytoplasm
C17orf98	Mitochondrion
C17orf99	Extracellular
C18orf21	Nucleus
C18orf32	Extracellular
C18orf63	Nucleus
C18orf8	Cytoplasm
C19orf18	Cell_membrane
C19orf24	Cell_membrane
C19orf25	Nucleus
C19orf35	Cytoplasm
C19orf38	Cell_membrane
C19orf44	Cytoplasm
C19orf53	Nucleus
C19orf57	Nucleus
C19orf66	Nucleus
C19orf67	Cytoplasm
C19orf68	Cytoplasm
C19orf70	Mitochondrion
C19orf71	Nucleus
C19orf73	Cytoplasm
C19orf81	Cytoplasm
C19orf84	Cytoplasm
C1D	Cytoplasm
C1GALT1	Endoplasmic_reticulum
C1GALT1C1	Endoplasmic_reticulum
C1GALT1C1L	Endoplasmic_reticulum
C1QA	Extracellular
C1QB	Extracellular
C1QBP	Mitochondrion
C1QC	Extracellular
C1QL1	Extracellular
C1QL2	Extracellular
C1QL3	Extracellular
C1QL4	Extracellular
C1QTNF12	Extracellular
C1QTNF3	Extracellular
C1QTNF4	Extracellular
C1QTNF5	Extracellular
C1QTNF7	Extracellular
C1QTNF8	Extracellular
C1QTNF9	Extracellular
C1QTNF9B	Extracellular
C1RL	Extracellular
C1S	Extracellular
C1orf100	Mitochondrion
C1orf105	Nucleus
C1orf115	Mitochondrion
C1orf116	Cytoplasm
C1orf123	Cytoplasm
C1orf146	Cytoplasm
C1orf159	Cell_membrane
C1orf162	Cell_membrane
C1orf167	Nucleus
C1orf174	Nucleus
C1orf185	Cell_membrane
C1orf186	Cell_membrane
C1orf189	Mitochondrion
C1orf194	Nucleus
C1orf198	Cytoplasm
C1orf21	Cell_membrane
C1orf210	Cell_membrane
C1orf216	Nucleus
C1orf228	Cytoplasm
C1orf50	Cytoplasm
C1orf52	Nucleus
C1orf53	Mitochondrion
C1orf54	Endoplasmic_reticulum
C1orf56	Extracellular
C1orf61	Mitochondrion
C1orf64	Cytoplasm
C1orf68	Cytoplasm
C1orf74	Cytoplasm
C1orf94	Nucleus
C20orf141	Cell_membrane
C20orf144	Cytoplasm
C20orf173	Extracellular
C20orf194	Cytoplasm
C20orf196	Nucleus
C20orf202	Nucleus
C20orf85	Cytoplasm
C20orf96	Nucleus
C21orf140	Mitochondrion
C21orf2	Nucleus
C21orf58	Nucleus
C21orf59	Nucleus
C22orf15	Mitochondrion
C22orf23	Nucleus
C22orf31	Nucleus
C22orf42	Cell_membrane
C22orf46	Extracellular
C2CD3	Cytoplasm
C2CD4A	Nucleus
C2CD4B	Nucleus
C2CD4C	Nucleus
C2CD4D	Nucleus
C2CD5	Cytoplasm
C2orf15	Cytoplasm
C2orf16	Nucleus
C2orf40	Extracellular
C2orf42	Nucleus
C2orf50	Nucleus
C2orf66	Extracellular
C2orf68	Nucleus
C2orf69	Mitochondrion
C2orf70	Mitochondrion
C2orf71	Cytoplasm
C2orf72	Nucleus
C2orf74	Cell_membrane
C2orf76	Cytoplasm
C2orf78	Nucleus
C2orf80	Nucleus
C2orf82	Cell_membrane
C2orf83	Extracellular
C2orf88	Cell_membrane
C2orf91	Mitochondrion
C3	Extracellular
C3AR1	Cell_membrane
C3orf14	Nucleus
C3orf22	Nucleus
C3orf30	Cytoplasm
C3orf35	Mitochondrion
C3orf36	Cytoplasm
C3orf38	Cytoplasm
C3orf49	Nucleus
C3orf56	Endoplasmic_reticulum
C3orf62	Cytoplasm
C3orf67	Nucleus
C3orf70	Nucleus
C3orf80	Cell_membrane
C3orf84	Nucleus
C4B	Mitochondrion
C4BPA	Extracellular
C4BPB	Extracellular
C4B_2	Mitochondrion
C4orf17	Cytoplasm
C4orf19	Nucleus
C4orf22	Cytoplasm
C4orf26	Extracellular
C4orf32	Endoplasmic_reticulum
C4orf33	Cytoplasm
C4orf36	Mitochondrion
C4orf45	Mitochondrion
C4orf46	Cytoplasm
C4orf47	Cytoplasm
C4orf48	Extracellular
C4orf50	Nucleus
C4orf51	Nucleus
C5	Extracellular
C5AR1	Cell_membrane
C5AR2	Cell_membrane
C5orf15	Endoplasmic_reticulum
C5orf22	Nucleus
C5orf24	Nucleus
C5orf30	Nucleus
C5orf38	Mitochondrion
C5orf42	Cytoplasm
C5orf46	Extracellular
C5orf47	Nucleus
C5orf49	Nucleus
C5orf51	Cytoplasm
C5orf52	Nucleus
C5orf58	Nucleus
C5orf63	Mitochondrion
C5orf67	Nucleus
C6	Extracellular
C6orf10	Endoplasmic_reticulum
C6orf106	Cytoplasm
C6orf118	Cytoplasm
C6orf120	Extracellular
C6orf141	Cytoplasm
C6orf15	Extracellular
C6orf163	Cytoplasm
C6orf201	Nucleus
C6orf203	Mitochondrion
C6orf222	Nucleus
C6orf226	Nucleus
C6orf229	Mitochondrion
C6orf47	Mitochondrion
C6orf48	Extracellular
C6orf58	Extracellular
C6orf62	Nucleus
C7	Extracellular
C7orf25	Cytoplasm
C7orf26	Cytoplasm
C7orf31	Cytoplasm
C7orf33	Nucleus
C7orf50	Nucleus
C7orf61	Mitochondrion
C7orf72	Nucleus
C7orf73	Mitochondrion
C7orf77	Mitochondrion
C8A	Extracellular
C8G	Extracellular
C8orf22	Mitochondrion
C8orf33	Nucleus
C8orf37	Cytoplasm
C8orf4	Mitochondrion
C8orf44	Mitochondrion
C8orf46	Nucleus
C8orf48	Nucleus
C8orf58	Nucleus
C8orf74	Nucleus
C8orf76	Cytoplasm
C8orf82	Mitochondrion
C8orf88	Mitochondrion
C8orf89	Nucleus
C9	Extracellular
C9orf129	Nucleus
C9orf131	Nucleus
C9orf152	Nucleus
C9orf16	Cytoplasm
C9orf172	Nucleus
C9orf3	Nucleus
C9orf40	Nucleus
C9orf43	Nucleus
C9orf47	Extracellular
C9orf50	Nucleus
C9orf57	Extracellular
C9orf64	Cytoplasm
C9orf66	Nucleus
C9orf72	Cytoplasm
C9orf78	Nucleus
C9orf84	Cytoplasm
CA1	Cytoplasm
CA11	Extracellular
CA12	Cell_membrane
CA13	Cytoplasm
CA14	Cell_membrane
CA2	Peroxisome
CA3	Cytoplasm
CA5A	Mitochondrion
CA5B	Mitochondrion
CA6	Extracellular
CA7	Nucleus
CA8	Cytoplasm
CA9	Cell_membrane
CAAP1	Nucleus
CAB39	Cytoplasm
CAB39L	Nucleus
CABIN1	Cytoplasm
CABLES2	Cytoplasm
CABP2	Cell_membrane
CABP4	Cytoplasm
CABP5	Cytoplasm
CABP7	Endoplasmic_reticulum
CABS1	Nucleus
CACFD1	Cell_membrane
CACNA1B	Cell_membrane
CACNA1D	Cell_membrane
CACNA1E	Cell_membrane
CACNA1F	Cell_membrane
CACNA1G	Cell_membrane
CACNA1H	Cell_membrane
CACNA1I	Cell_membrane
CACNA1S	Cell_membrane
CACNA2D1	Cell_membrane
CACNB1	Cytoplasm
CACNB3	Cytoplasm
CACNB4	Cytoplasm
CACNG1	Cell_membrane
CACNG2	Cell_membrane
CACNG3	Cell_membrane
CACNG4	Cell_membrane
CACNG5	Cell_membrane
CACNG6	Cell_membrane
CACNG7	Cell_membrane
CACNG8	Cell_membrane
CACTIN	Nucleus
CACUL1	Cytoplasm
CAD	Cytoplasm
CADM2	Cell_membrane
CADM3	Cell_membrane
CADM4	Cell_membrane
CAGE1	Cytoplasm
CALB1	Cytoplasm
CALB2	Cytoplasm
CALCB	Extracellular
CALCOCO1	Cytoplasm
CALCOCO2	Cytoplasm
CALHM1	Cell_membrane
CALHM2	Cell_membrane
CALM1	Cytoplasm
CALM2	Cytoplasm
CALM3	Cytoplasm
CALML3	Cytoplasm
CALML4	Cytoplasm
CALML5	Cytoplasm
CALML6	Cytoplasm
CALN1	Endoplasmic_reticulum
CALR	Endoplasmic_reticulum
CALR3	Endoplasmic_reticulum
CAMK1	Cytoplasm
CAMK1D	Cytoplasm
CAMK1G	Cytoplasm
CAMK2B	Cytoplasm
CAMK2N1	Nucleus
CAMK2N2	Nucleus
CAMKK1	Cytoplasm
CAMKMT	Cytoplasm
CAMKV	Cytoplasm
CAMLG	Endoplasmic_reticulum
CAMSAP1	Cytoplasm
CAMSAP2	Cytoplasm
CAMSAP3	Cytoplasm
CAMTA2	Nucleus
CAND2	Cytoplasm
CANX	Cell_membrane
CAP1	Cytoplasm
CAP2	Cytoplasm
CAPG	Cytoplasm
CAPN1	Cytoplasm
CAPN11	Cytoplasm
CAPN12	Cytoplasm
CAPN13	Cytoplasm
CAPN2	Cytoplasm
CAPN5	Cytoplasm
CAPN6	Cytoplasm
CAPN7	Cytoplasm
CAPN8	Cytoplasm
CAPN9	Cytoplasm
CAPNS1	Cytoplasm
CAPNS2	Mitochondrion
CAPRIN1	Cytoplasm
CAPS2	Nucleus
CAPSL	Cytoplasm
CAPZA1	Cytoplasm
CAPZA2	Cytoplasm
CAPZA3	Cytoplasm
CAPZB	Cytoplasm
CARD10	Cytoplasm
CARD11	Cytoplasm
CARD14	Cytoplasm
CARD16	Cytoplasm
CARD17	Cytoplasm
CARD18	Mitochondrion
CARD6	Cytoplasm
CARD9	Cytoplasm
CARF	Nucleus
CARHSP1	Cytoplasm
CARM1	Cytoplasm
CARMIL2	Cytoplasm
CARNMT1	Nucleus
CARS	Cytoplasm
CARS2	Mitochondrion
CARTPT	Extracellular
CASC1	Cytoplasm
CASC10	Cytoplasm
CASC3	Nucleus
CASD1	Endoplasmic_reticulum
CASKIN1	Cytoplasm
CASKIN2	Cytoplasm
CASP14	Cytoplasm
CASP3	Cytoplasm
CASP6	Cytoplasm
CASP7	Nucleus
CASQ1	Endoplasmic_reticulum
CASQ2	Endoplasmic_reticulum
CASR	Cell_membrane
CAST	Cytoplasm
CASTOR1	Peroxisome
CASTOR2	Cytoplasm
CASZ1	Nucleus
CAT	Peroxisome
CATIP	Cytoplasm
CATSPER1	Cell_membrane
CATSPER2	Endoplasmic_reticulum
CATSPER3	Lysosome/Vacuole
CATSPERB	Cell_membrane
CATSPERG	Cell_membrane
CATSPERZ	Nucleus
CAV1	Endoplasmic_reticulum
CAV3	Endoplasmic_reticulum
CAVIN1	Nucleus
CAVIN2	Nucleus
CAVIN3	Cytoplasm
CAVIN4	Nucleus
CBL	Cytoplasm
CBLB	Cytoplasm
CBLC	Cytoplasm
CBLL1	Nucleus
CBLN1	Extracellular
CBLN2	Endoplasmic_reticulum
CBLN3	Extracellular
CBLN4	Extracellular
CBR1	Cytoplasm
CBR3	Cytoplasm
CBR4	Mitochondrion
CBS	Cytoplasm
CBSL	Cytoplasm
CBWD2	Cytoplasm
CBWD3	Cytoplasm
CBWD6	Cytoplasm
CBX1	Nucleus
CBX2	Nucleus
CBX3	Nucleus
CBX4	Nucleus
CBX5	Nucleus
CBX6	Nucleus
CBX7	Nucleus
CBX8	Nucleus
CBY1	Nucleus
CBY3	Nucleus
CC2D1A	Cytoplasm
CCAR1	Nucleus
CCAR2	Nucleus
CCDC102A	Nucleus
CCDC102B	Cytoplasm
CCDC103	Cytoplasm
CCDC105	Cytoplasm
CCDC106	Nucleus
CCDC107	Extracellular
CCDC110	Cytoplasm
CCDC113	Cytoplasm
CCDC114	Cytoplasm
CCDC115	Nucleus
CCDC117	Nucleus
CCDC12	Nucleus
CCDC120	Nucleus
CCDC122	Cytoplasm
CCDC124	Nucleus
CCDC125	Cytoplasm
CCDC126	Golgi_apparatus
CCDC127	Endoplasmic_reticulum
CCDC129	Cytoplasm
CCDC13	Cytoplasm
CCDC130	Nucleus
CCDC134	Endoplasmic_reticulum
CCDC136	Golgi_apparatus
CCDC137	Nucleus
CCDC138	Cytoplasm
CCDC140	Nucleus
CCDC144A	Golgi_apparatus
CCDC144NL	Nucleus
CCDC146	Cytoplasm
CCDC15	Cytoplasm
CCDC151	Nucleus
CCDC152	Nucleus
CCDC153	Cytoplasm
CCDC154	Cytoplasm
CCDC155	Golgi_apparatus
CCDC157	Cytoplasm
CCDC158	Cytoplasm
CCDC160	Nucleus
CCDC166	Cytoplasm
CCDC167	Golgi_apparatus
CCDC170	Cytoplasm
CCDC171	Cytoplasm
CCDC172	Cytoplasm
CCDC173	Nucleus
CCDC174	Cytoplasm
CCDC175	Cytoplasm
CCDC177	Cytoplasm
CCDC178	Cytoplasm
CCDC179	Nucleus
CCDC18	Golgi_apparatus
CCDC181	Nucleus
CCDC182	Nucleus
CCDC184	Cytoplasm
CCDC185	Nucleus
CCDC186	Cytoplasm
CCDC187	Nucleus
CCDC188	Nucleus
CCDC190	Nucleus
CCDC192	Cytoplasm
CCDC22	Cytoplasm
CCDC24	Cytoplasm
CCDC25	Nucleus
CCDC27	Cytoplasm
CCDC28A	Nucleus
CCDC30	Cytoplasm
CCDC32	Nucleus
CCDC34	Nucleus
CCDC38	Cytoplasm
CCDC40	Cytoplasm
CCDC47	Endoplasmic_reticulum
CCDC50	Nucleus
CCDC51	Mitochondrion
CCDC54	Mitochondrion
CCDC57	Cytoplasm
CCDC58	Nucleus
CCDC59	Nucleus
CCDC6	Cytoplasm
CCDC60	Nucleus
CCDC61	Cytoplasm
CCDC65	Cytoplasm
CCDC68	Cytoplasm
CCDC69	Cell_membrane
CCDC7	Cytoplasm
CCDC70	Mitochondrion
CCDC71	Nucleus
CCDC71L	Nucleus
CCDC74A	Nucleus
CCDC74B	Nucleus
CCDC78	Cytoplasm
CCDC8	Cytoplasm
CCDC80	Extracellular
CCDC81	Cytoplasm
CCDC82	Nucleus
CCDC84	Cytoplasm
CCDC85A	Cytoplasm
CCDC85B	Cytoplasm
CCDC85C	Cytoplasm
CCDC86	Nucleus
CCDC87	Cytoplasm
CCDC88A	Cytoplasm
CCDC88C	Cytoplasm
CCDC89	Cytoplasm
CCDC9	Nucleus
CCDC91	Golgi_apparatus
CCDC92	Nucleus
CCDC93	Cytoplasm
CCDC94	Nucleus
CCDC96	Cytoplasm
CCDC97	Nucleus
CCER1	Nucleus
CCER2	Extracellular
CCHCR1	Cytoplasm
CCIN	Cytoplasm
CCK	Extracellular
CCKAR	Cell_membrane
CCKBR	Cell_membrane
CCL1	Extracellular
CCL11	Extracellular
CCL13	Extracellular
CCL14	Extracellular
CCL15	Extracellular
CCL16	Extracellular
CCL17	Extracellular
CCL18	Extracellular
CCL19	Extracellular
CCL2	Extracellular
CCL20	Extracellular
CCL21	Extracellular
CCL22	Extracellular
CCL23	Extracellular
CCL24	Extracellular
CCL25	Extracellular
CCL26	Extracellular
CCL27	Extracellular
CCL28	Extracellular
CCL3	Extracellular
CCL3L1	Extracellular
CCL3L3	Extracellular
CCL4	Extracellular
CCL4L2	Extracellular
CCL5	Extracellular
CCL7	Extracellular
CCL8	Extracellular
CCM2	Cytoplasm
CCNA1	Cytoplasm
CCNA2	Cytoplasm
CCNB1	Cytoplasm
CCNB1IP1	Nucleus
CCNB2	Cytoplasm
CCNB3	Nucleus
CCNC	Cytoplasm
CCND1	Cytoplasm
CCND2	Cytoplasm
CCND3	Cytoplasm
CCNE1	Nucleus
CCNE2	Nucleus
CCNF	Nucleus
CCNG2	Cytoplasm
CCNH	Nucleus
CCNI	Nucleus
CCNI2	Cytoplasm
CCNJ	Cytoplasm
CCNK	Cytoplasm
CCNL1	Nucleus
CCNT2	Nucleus
CCP110	Cytoplasm
CCPG1	Nucleus
CCR1	Cell_membrane
CCR10	Cell_membrane
CCR2	Cell_membrane
CCR3	Cell_membrane
CCR4	Cell_membrane
CCR5	Cell_membrane
CCR6	Cell_membrane
CCR7	Cell_membrane
CCR8	Cell_membrane
CCR9	Cell_membrane
CCRL2	Cell_membrane
CCS	Cytoplasm
CCSER1	Cytoplasm
CCT2	Cytoplasm
CCT3	Cytoplasm
CCT4	Cytoplasm
CCT5	Cytoplasm
CCT6A	Cytoplasm
CCT6B	Cytoplasm
CCT7	Cytoplasm
CCT8	Cytoplasm
CCT8L2	Cytoplasm
CCZ1	Lysosome/Vacuole
CCZ1B	Lysosome/Vacuole
CD101	Cell_membrane
CD14	Extracellular
CD151	Cell_membrane
CD160	Endoplasmic_reticulum
CD163	Cell_membrane
CD180	Cell_membrane
CD19	Cell_membrane
CD1A	Cell_membrane
CD1B	Cell_membrane
CD1C	Cell_membrane
CD1D	Cell_membrane
CD2	Cell_membrane
CD200R1L	Cell_membrane
CD207	Cell_membrane
CD22	Cell_membrane
CD226	Cell_membrane
CD244	Cell_membrane
CD247	Cell_membrane
CD248	Cell_membrane
CD27	Cell_membrane
CD2AP	Cytoplasm
CD2BP2	Nucleus
CD300C	Cell_membrane
CD300E	Cell_membrane
CD300LB	Cell_membrane
CD300LD	Cell_membrane
CD300LG	Cell_membrane
CD302	Cell_membrane
CD320	Cell_membrane
CD33	Cell_membrane
CD34	Cell_membrane
CD3E	Cell_membrane
CD3EAP	Nucleus
CD3G	Cell_membrane
CD4	Cell_membrane
CD40LG	Endoplasmic_reticulum
CD47	Cell_membrane
CD5	Cell_membrane
CD52	Extracellular
CD53	Cell_membrane
CD58	Cell_membrane
CD59	Extracellular
CD5L	Extracellular
CD6	Cell_membrane
CD63	Cell_membrane
CD68	Cell_membrane
CD69	Cell_membrane
CD7	Cell_membrane
CD70	Golgi_apparatus
CD72	Cell_membrane
CD79A	Cell_membrane
CD81	Cell_membrane
CD82	Cell_membrane
CD83	Cell_membrane
CD9	Cell_membrane
CD93	Cell_membrane
CD96	Cell_membrane
CD99	Cell_membrane
CDA	Nucleus
CDAN1	Cytoplasm
CDC123	Cytoplasm
CDC14A	Cytoplasm
CDC16	Cytoplasm
CDC20	Cytoplasm
